u,v,length_m,lon_u,lat_u,lon_v,lat_v,speed_mps,congest_base
276,297,24.866,-3.1890530,55.9451320,-3.1886680,55.9451920,11.214853,0.375000
277,298,37.836,-3.1890200,55.9459970,-3.1886610,55.9462720,11.122862,0.250000
278,280,5.665,-3.1889870,55.9458680,-3.1889280,55.9459060,10.609612,0.250000
279,281,9.295,-3.1889780,55.9474840,-3.1889250,55.9474060,11.019469,0.250000
280,284,8.084,-3.1889280,55.9459060,-3.1888470,55.9459630,11.410321,0.250000
281,290,10.675,-3.1889250,55.9474060,-3.1887650,55.9474400,12.054657,0.250000
282,285,6.410,-3.1889030,55.9463060,-3.1888200,55.9462720,8.812706,0.500000
282,286,9.237,-3.1889030,55.9463060,-3.1888140,55.9463730,11.548454,0.375000
283,287,12.536,-3.1888820,55.9476100,-3.1888090,55.9475050,10.277241,0.250000
284,288,6.645,-3.1888470,55.9459630,-3.1887820,55.9460110,11.839719,0.250000
285,292,8.647,-3.1888200,55.9462720,-3.1887350,55.9463340,10.256249,0.375000
286,331,47.796,-3.1888140,55.9463730,-3.1883370,55.9467090,12.437939,0.250000
287,290,7.722,-3.1888090,55.9475050,-3.1887650,55.9474400,12.022865,0.250000
288,291,2.637,-3.1887820,55.9460110,-3.1887530,55.9460280,12.526558,0.250000
289,294,4.012,-3.1887790,55.9450980,-3.1887170,55.9451070,12.228318,0.125000
291,293,2.399,-3.1887530,55.9460280,-3.1887200,55.9460390,10.784885,0.250000
292,306,19.171,-3.1887350,55.9463340,-3.1885450,55.9464690,12.464172,0.250000
293,305,12.083,-3.1887200,55.9460390,-3.1885510,55.9460930,12.214922,0.250000
294,296,3.032,-3.1887170,55.9451070,-3.1886680,55.9451050,13.232158,0.250000
295,312,34.140,-3.1886730,55.9480290,-3.1884870,55.9477400,10.617867,0.375000
296,299,2.576,-3.1886680,55.9451050,-3.1886280,55.9451110,10.787350,0.500000
297,299,9.374,-3.1886680,55.9451920,-3.1886280,55.9451110,8.719732,0.625000
297,359,34.352,-3.1886680,55.9451920,-3.1881360,55.9452750,10.471970,0.500000
298,311,17.028,-3.1886610,55.9462720,-3.1884920,55.9463920,10.709398,0.250000
299,300,0.830,-3.1886280,55.9451110,-3.1886250,55.9451040,9.902733,0.500000
299,308,7.568,-3.1886280,55.9451110,-3.1885110,55.9451280,9.264780,0.500000
300,302,3.562,-3.1886250,55.9451040,-3.1886100,55.9450730,12.366176,0.125000
301,321,41.285,-3.1886140,55.9481140,-3.1884230,55.9477580,11.516682,0.250000
303,312,5.328,-3.1885580,55.9477130,-3.1884870,55.9477400,10.224674,0.500000
303,324,10.429,-3.1885580,55.9477130,-3.1883920,55.9476980,8.192462,0.625000
304,305,3.827,-3.1885560,55.9461270,-3.1885510,55.9460930,13.041615,0.250000
304,307,3.180,-3.1885560,55.9461270,-3.1885320,55.9461520,12.651999,0.250000
306,310,5.460,-3.1885450,55.9464690,-3.1884930,55.9465090,13.242893,0.250000
307,309,3.240,-3.1885320,55.9461520,-3.1884950,55.9461730,11.778308,0.375000
308,313,2.208,-3.1885110,55.9451280,-3.1884760,55.9451260,11.347232,0.250000
309,314,2.600,-3.1884950,55.9461730,-3.1884730,55.9461930,11.827864,0.375000
309,326,7.841,-3.1884950,55.9461730,-3.1883700,55.9461780,12.922739,0.250000
310,320,5.658,-3.1884930,55.9465090,-3.1884270,55.9465440,10.886661,0.250000
311,322,9.092,-3.1884920,55.9463920,-3.1884010,55.9464560,10.731526,0.250000
312,319,3.890,-3.1884870,55.9477400,-3.1884320,55.9477570,10.720387,0.500000
313,318,2.418,-3.1884760,55.9451260,-3.1884380,55.9451210,10.056538,0.250000
314,317,3.193,-3.1884730,55.9461930,-3.1884570,55.9462200,11.258894,0.250000
315,317,9.624,-3.1884730,55.9463060,-3.1884570,55.9462200,9.545238,0.375000
315,325,8.607,-3.1884730,55.9463060,-3.1883830,55.9463650,11.044375,0.375000
315,375,31.718,-3.1884730,55.9463060,-3.1879950,55.9464050,9.784293,0.375000
316,323,4.971,-3.1884610,55.9450850,-3.1884000,55.9451130,10.014617,0.375000
316,330,8.241,-3.1884610,55.9450850,-3.1883400,55.9450550,11.357910,0.250000
318,323,2.532,-3.1884380,55.9451210,-3.1884000,55.9451130,12.054455,0.375000
319,321,0.600,-3.1884320,55.9477570,-3.1884230,55.9477580,10.108744,0.500000
319,324,7.001,-3.1884320,55.9477570,-3.1883920,55.9476980,7.714638,0.625000
320,329,6.621,-3.1884270,55.9465440,-3.1883420,55.9465800,13.092767,0.250000
321,460,51.289,-3.1884230,55.9477580,-3.1876390,55.9478990,10.243579,0.250000
322,333,6.248,-3.1884010,55.9464560,-3.1883290,55.9464950,10.291607,0.250000
323,327,2.126,-3.1884000,55.9451130,-3.1883690,55.9451040,10.213013,0.375000
324,346,9.699,-3.1883920,55.9476980,-3.1882370,55.9476920,8.814525,0.500000
324,348,34.551,-3.1883920,55.9476980,-3.1882330,55.9474000,8.213284,0.500000
325,335,6.849,-3.1883830,55.9463650,-3.1883040,55.9464070,11.943310,0.250000
327,332,2.593,-3.1883690,55.9451040,-3.1883340,55.9450920,11.548022,0.250000
328,334,5.349,-3.1883550,55.9468730,-3.1883210,55.9468280,10.943827,0.250000
328,337,4.974,-3.1883550,55.9468730,-3.1882800,55.9468890,12.882725,0.250000
329,342,5.886,-3.1883420,55.9465800,-3.1882590,55.9466050,10.791640,0.250000
330,341,4.289,-3.1883400,55.9450550,-3.1882710,55.9450560,9.630238,0.375000
331,340,7.394,-3.1883370,55.9467090,-3.1882720,55.9467650,10.478606,0.375000
332,336,2.952,-3.1883340,55.9450920,-3.1882980,55.9450740,10.726701,0.375000
333,344,5.829,-3.1883290,55.9464950,-3.1882540,55.9465270,10.759842,0.250000
334,340,7.735,-3.1883210,55.9468280,-3.1882720,55.9467650,10.860876,0.375000
335,350,6.758,-3.1883040,55.9464070,-3.1882160,55.9464430,12.641446,0.250000
336,338,1.821,-3.1882980,55.9450740,-3.1882790,55.9450620,11.955489,0.375000
336,357,9.959,-3.1882980,55.9450740,-3.1881430,55.9450970,10.322393,0.375000
337,339,0.463,-3.1882800,55.9468890,-3.1882780,55.9468850,13.263885,0.250000
338,341,0.791,-3.1882790,55.9450620,-3.1882710,55.9450560,11.936442,0.375000
339,352,5.705,-3.1882780,55.9468850,-3.1881910,55.9469030,10.577772,0.250000
340,345,3.232,-3.1882720,55.9467650,-3.1882540,55.9467370,10.385790,0.375000
341,343,1.437,-3.1882710,55.9450560,-3.1882570,55.9450460,11.129175,0.375000
342,355,6.653,-3.1882590,55.9466050,-3.1881570,55.9466230,12.453102,0.250000
343,349,3.586,-3.1882570,55.9450460,-3.1882300,55.9450180,12.638029,0.250000
344,354,6.056,-3.1882540,55.9465270,-3.1881650,55.9465490,12.366845,0.250000
345,356,6.495,-3.1882540,55.9467370,-3.1881510,55.9467460,10.274984,0.250000
346,467,42.488,-3.1882370,55.9476920,-3.1875880,55.9478100,10.852442,0.250000
347,359,20.120,-3.1882330,55.9454470,-3.1881360,55.9452750,11.730448,0.375000
347,409,25.524,-3.1882330,55.9454470,-3.1878370,55.9455070,9.298519,0.375000
348,351,4.137,-3.1882330,55.9474000,-3.1882130,55.9473650,10.979013,0.250000
349,360,21.161,-3.1882300,55.9450180,-3.1881220,55.9448370,12.364950,0.250000
350,353,3.493,-3.1882160,55.9464430,-3.1881650,55.9464570,12.626832,0.250000
351,364,27.156,-3.1882130,55.9473650,-3.1880820,55.9471320,11.798765,0.375000
352,365,8.544,-3.1881910,55.9469030,-3.1880630,55.9469290,11.763886,0.250000
353,361,3.637,-3.1881650,55.9464570,-3.1881100,55.9464670,12.943541,0.250000
354,363,4.826,-3.1881650,55.9465490,-3.1880890,55.9465580,10.413800,0.250000
355,367,6.620,-3.1881570,55.9466230,-3.1880510,55.9466280,10.905954,0.250000
356,358,7.176,-3.1881510,55.9467460,-3.1881370,55.9466820,11.533772,0.250000
357,368,6.354,-3.1881430,55.9450970,-3.1880450,55.9451110,10.604850,0.375000
358,378,9.838,-3.1881370,55.9466820,-3.1879800,55.9466780,8.960341,0.500000
359,368,19.052,-3.1881360,55.9452750,-3.1880450,55.9451110,9.900678,0.500000
360,362,4.981,-3.1881220,55.9448370,-3.1881000,55.9447940,11.762953,0.375000
361,366,3.348,-3.1881100,55.9464670,-3.1880570,55.9464720,11.770942,0.250000
362,397,13.660,-3.1881000,55.9447940,-3.1878890,55.9448280,8.656717,0.500000
363,376,6.019,-3.1880890,55.9465580,-3.1879930,55.9465600,10.069362,0.250000
364,370,3.904,-3.1880820,55.9471320,-3.1880220,55.9471420,9.378502,0.375000
364,381,26.855,-3.1880820,55.9471320,-3.1879700,55.9468990,10.960311,0.375000
365,369,2.114,-3.1880630,55.9469290,-3.1880300,55.9469350,10.523197,0.250000
366,372,3.400,-3.1880570,55.9464720,-3.1880020,55.9464720,10.686403,0.375000
367,383,5.543,-3.1880510,55.9466280,-3.1879620,55.9466290,11.105290,0.250000
368,371,6.001,-3.1880450,55.9451110,-3.1880160,55.9450600,9.428903,0.500000
369,374,6.489,-3.1880300,55.9469350,-3.1879980,55.9468790,11.824482,0.250000
370,423,15.427,-3.1880220,55.9471420,-3.1877850,55.9471820,10.284482,0.250000
371,384,12.026,-3.1880160,55.9450600,-3.1879580,55.9449560,9.679128,0.375000
371,395,8.209,-3.1880160,55.9450600,-3.1878900,55.9450820,10.700813,0.500000
372,373,3.740,-3.1880020,55.9464720,-3.1880000,55.9465060,10.812359,0.375000
372,387,3.583,-3.1880020,55.9464720,-3.1879450,55.9464680,11.399895,0.375000
373,378,19.177,-3.1880000,55.9465060,-3.1879800,55.9466780,8.333219,0.500000
374,377,1.574,-3.1879980,55.9468790,-3.1879850,55.9468670,12.225205,0.250000
375,380,1.569,-3.1879950,55.9464050,-3.1879710,55.9464080,11.070726,0.250000
376,391,5.172,-3.1879930,55.9465600,-3.1879110,55.9465510,10.125789,0.250000
377,379,0.960,-3.1879850,55.9468670,-3.1879760,55.9468600,11.031269,0.250000
378,385,18.787,-3.1879800,55.9466780,-3.1879550,55.9468460,6.385182,0.750000
378,415,10.449,-3.1879800,55.9466780,-3.1878120,55.9466730,9.245682,0.500000
379,382,1.042,-3.1879760,55.9468600,-3.1879670,55.9468520,11.231496,0.250000
380,386,1.455,-3.1879710,55.9464080,-3.1879480,55.9464040,13.027952,0.250000
381,389,2.887,-3.1879700,55.9468990,-3.1879350,55.9468820,9.566812,0.375000
382,385,1.026,-3.1879670,55.9468520,-3.1879550,55.9468460,8.733785,0.500000
383,396,4.523,-3.1879620,55.9466290,-3.1878900,55.9466230,12.458360,0.250000
384,397,14.906,-3.1879580,55.9449560,-3.1878890,55.9448280,9.148910,0.375000
385,389,4.170,-3.1879550,55.9468460,-3.1879350,55.9468820,9.338147,0.625000
385,390,1.489,-3.1879550,55.9468460,-3.1879320,55.9468430,10.529879,0.500000
386,392,3.410,-3.1879480,55.9464040,-3.1879060,55.9463850,12.685001,0.250000
387,394,3.548,-3.1879450,55.9464680,-3.1878910,55.9464570,12.482928,0.250000
388,395,10.869,-3.1879410,55.9451750,-3.1878900,55.9450820,12.046173,0.375000
388,452,16.452,-3.1879410,55.9451750,-3.1876770,55.9451770,11.947775,0.375000
389,486,38.393,-3.1879350,55.9468820,-3.1873400,55.9469720,9.808468,0.500000
390,428,11.339,-3.1879320,55.9468430,-3.1877570,55.9468710,13.025090,0.250000
391,410,5.157,-3.1879110,55.9465510,-3.1878330,55.9465340,12.979914,0.250000
392,403,3.230,-3.1879060,55.9463850,-3.1878690,55.9463640,10.154394,0.250000
393,429,9.089,-3.1878920,55.9462960,-3.1877480,55.9463100,12.728096,0.250000
394,406,3.164,-3.1878910,55.9464570,-3.1878450,55.9464450,11.947745,0.250000
395,402,3.965,-3.1878900,55.9450820,-3.1878710,55.9450470,11.127150,0.375000
396,413,4.640,-3.1878900,55.9466230,-3.1878190,55.9466090,10.136536,0.250000
397,420,19.614,-3.1878890,55.9448280,-3.1877980,55.9446590,12.362455,0.250000
398,399,1.280,-3.1878780,55.9474620,-3.1878770,55.9474730,10.339287,0.250000
398,400,1.415,-3.1878780,55.9474620,-3.1878720,55.9474490,11.163163,0.250000
399,401,1.034,-3.1878770,55.9474730,-3.1878720,55.9474820,12.399981,0.250000
400,416,13.499,-3.1878720,55.9474490,-3.1878100,55.9473330,8.630041,0.500000
401,404,0.771,-3.1878720,55.9474820,-3.1878660,55.9474880,12.458048,0.250000
402,418,14.878,-3.1878710,55.9450470,-3.1878020,55.9449190,10.455607,0.250000
403,412,4.932,-3.1878690,55.9463640,-3.1878190,55.9463300,10.409627,0.250000
404,405,0.881,-3.1878660,55.9474880,-3.1878580,55.9474940,10.331038,0.250000
405,407,1.016,-3.1878580,55.9474940,-3.1878450,55.9475000,12.067387,0.250000
406,417,2.787,-3.1878450,55.9464450,-3.1878060,55.9464330,11.115868,0.250000
407,411,1.630,-3.1878450,55.9475000,-3.1878210,55.9475060,10.326800,0.250000
408,416,2.222,-3.1878440,55.9473280,-3.1878100,55.9473330,11.149950,0.375000
409,419,2.356,-3.1878370,55.9455070,-3.1878000,55.9455120,10.281958,0.375000
409,421,9.792,-3.1878370,55.9455070,-3.1877880,55.9454230,11.006311,0.375000
410,427,5.098,-3.1878330,55.9465340,-3.1877650,55.9465090,13.258819,0.250000
411,465,14.086,-3.1878210,55.9475060,-3.1876040,55.9475420,11.238759,0.375000
412,422,2.530,-3.1878190,55.9463300,-3.1877860,55.9463160,10.530323,0.250000
413,434,5.858,-3.1878190,55.9466090,-3.1877390,55.9465820,10.149104,0.250000
414,424,7.268,-3.1878120,55.9450570,-3.1877790,55.9449950,11.230124,0.250000
414,462,11.934,-3.1878120,55.9450570,-3.1876280,55.9450880,9.866401,0.375000
415,425,5.686,-3.1878120,55.9466730,-3.1877740,55.9467190,11.739839,0.250000
416,431,14.205,-3.1878100,55.9473330,-3.1877450,55.9472110,8.864405,0.500000
416,444,6.902,-3.1878100,55.9473330,-3.1877040,55.9473510,9.980754,0.375000
417,426,3.132,-3.1878060,55.9464330,-3.1877650,55.9464170,11.745719,0.250000
418,430,3.725,-3.1878020,55.9449190,-3.1877450,55.9449290,11.419356,0.250000
419,443,6.021,-3.1878000,55.9455120,-3.1877070,55.9455260,10.447878,0.375000
421,436,8.227,-3.1877880,55.9454230,-3.1877340,55.9453550,11.735843,0.250000
422,429,2.496,-3.1877860,55.9463160,-3.1877480,55.9463100,11.923812,0.375000
423,439,3.948,-3.1877850,55.9471820,-3.1877240,55.9471920,11.511895,0.375000
424,430,7.581,-3.1877790,55.9449950,-3.1877450,55.9449290,12.615579,0.250000
425,433,3.612,-3.1877740,55.9467190,-3.1877400,55.9466930,12.519326,0.250000
426,438,2.888,-3.1877650,55.9464170,-3.1877310,55.9463990,11.203749,0.250000
427,445,5.395,-3.1877650,55.9465090,-3.1876990,55.9464780,10.048998,0.250000
428,432,2.656,-3.1877570,55.9468710,-3.1877410,55.9468490,11.193769,0.250000
429,447,3.426,-3.1877480,55.9463100,-3.1876960,55.9463210,10.232727,0.375000
431,437,1.423,-3.1877450,55.9472110,-3.1877340,55.9471990,11.680231,0.250000
432,440,4.071,-3.1877410,55.9468490,-3.1877200,55.9468140,12.010312,0.250000
433,442,2.052,-3.1877400,55.9466930,-3.1877090,55.9467000,11.204020,0.375000
434,455,5.272,-3.1877390,55.9465820,-3.1876730,55.9465530,13.217905,0.250000
435,443,6.773,-3.1877350,55.9455850,-3.1877070,55.9455260,11.112471,0.250000
436,446,8.282,-3.1877340,55.9453550,-3.1876980,55.9452840,12.353326,0.250000
437,439,0.992,-3.1877340,55.9471990,-3.1877240,55.9471920,10.244144,0.375000
438,451,4.413,-3.1877310,55.9463990,-3.1876880,55.9463680,11.262564,0.250000
439,441,1.001,-3.1877240,55.9471920,-3.1877120,55.9471870,9.884521,0.375000
440,456,9.810,-3.1877200,55.9468140,-3.1876660,55.9467310,10.694466,0.250000
441,450,1.304,-3.1877120,55.9471870,-3.1876930,55.9471810,10.952758,0.250000
442,448,0.928,-3.1877090,55.9467000,-3.1876950,55.9467030,11.017296,0.375000
442,468,13.585,-3.1877090,55.9467000,-3.1875870,55.9465990,10.229911,0.375000
443,495,31.238,-3.1877070,55.9455260,-3.1872220,55.9455980,9.789728,0.500000
445,459,4.944,-3.1876990,55.9464780,-3.1876450,55.9464450,10.729741,0.250000
446,457,8.178,-3.1876980,55.9452840,-3.1876600,55.9452130,11.091895,0.375000
447,461,4.074,-3.1876960,55.9463210,-3.1876310,55.9463160,10.512629,0.375000
448,453,2.799,-3.1876950,55.9467030,-3.1876750,55.9467250,11.374786,0.250000
449,452,3.569,-3.1876930,55.9452080,-3.1876770,55.9451770,9.645106,0.375000
449,457,2.213,-3.1876930,55.9452080,-3.1876600,55.9452130,10.021067,0.375000
450,454,1.235,-3.1876930,55.9471810,-3.1876740,55.9471780,10.095094,0.250000
451,461,6.705,-3.1876880,55.9463680,-3.1876310,55.9463160,11.222585,0.375000
452,462,10.334,-3.1876770,55.9451770,-3.1876280,55.9450880,9.888459,0.500000
453,456,0.896,-3.1876750,55.9467250,-3.1876660,55.9467310,12.060308,0.250000
454,458,1.252,-3.1876740,55.9471780,-3.1876540,55.9471780,12.987437,0.250000
455,464,5.672,-3.1876730,55.9465530,-3.1876150,55.9465130,10.705103,0.250000
457,463,2.168,-3.1876600,55.9452130,-3.1876260,55.9452190,10.655444,0.375000
458,481,13.830,-3.1876540,55.9471780,-3.1874420,55.9472140,11.894024,0.375000
459,466,5.259,-3.1876450,55.9464450,-3.1875880,55.9464100,11.424538,0.250000
461,471,8.121,-3.1876310,55.9463160,-3.1875750,55.9462510,11.731129,0.375000
462,473,14.765,-3.1876280,55.9450880,-3.1875590,55.9449610,10.555525,0.375000
463,469,9.333,-3.1876260,55.9452190,-3.1875860,55.9451380,11.776110,0.250000
464,470,4.861,-3.1876150,55.9465130,-3.1875760,55.9464750,11.980448,0.250000
465,472,6.613,-3.1876040,55.9475420,-3.1875740,55.9474850,13.246797,0.250000
465,505,32.346,-3.1876040,55.9475420,-3.1871060,55.9476250,9.522091,0.500000
466,478,8.746,-3.1875880,55.9464100,-3.1874990,55.9463500,10.473710,0.375000
467,573,61.734,-3.1875880,55.9478100,-3.1866370,55.9479680,11.464221,0.250000
468,479,10.511,-3.1875870,55.9465990,-3.1874790,55.9465260,11.946144,0.250000
469,485,14.349,-3.1875860,55.9451380,-3.1873640,55.9451730,10.807967,0.250000
470,474,5.860,-3.1875760,55.9464750,-3.1875420,55.9464260,10.315868,0.250000
471,477,9.745,-3.1875750,55.9462510,-3.1875150,55.9461700,10.112807,0.250000
473,506,30.023,-3.1875590,55.9449610,-3.1870970,55.9450380,11.269033,0.375000
474,478,8.917,-3.1875420,55.9464260,-3.1874990,55.9463500,11.724451,0.375000
475,483,9.837,-3.1875400,55.9459720,-3.1873830,55.9459810,10.133325,0.500000
476,483,10.330,-3.1875190,55.9459270,-3.1873830,55.9459810,8.306832,0.500000
477,483,22.527,-3.1875150,55.9461700,-3.1873830,55.9459810,8.883146,0.625000
478,487,24.501,-3.1874990,55.9463500,-3.1873370,55.9461490,10.461417,0.375000
479,482,11.359,-3.1874790,55.9465260,-3.1874040,55.9464330,10.778966,0.250000
480,481,6.371,-3.1874710,55.9472690,-3.1874420,55.9472140,10.189798,0.250000
481,524,31.824,-3.1874420,55.9472140,-3.1869520,55.9472970,10.715826,0.500000
482,493,28.966,-3.1874040,55.9464330,-3.1872280,55.9461920,9.694174,0.375000
483,490,9.999,-3.1873830,55.9459810,-3.1872350,55.9460150,7.594738,0.750000
483,497,33.672,-3.1873830,55.9459810,-3.1871740,55.9457020,8.262245,0.625000
484,485,2.329,-3.1873750,55.9451930,-3.1873640,55.9451730,12.720151,0.250000
484,492,9.241,-3.1873750,55.9451930,-3.1872320,55.9452160,9.104968,0.375000
486,488,6.273,-3.1873400,55.9469720,-3.1873070,55.9469190,9.977272,0.375000
486,593,83.463,-3.1873400,55.9469720,-3.1860560,55.9471890,12.830964,0.250000
487,490,16.138,-3.1873370,55.9461490,-3.1872350,55.9460150,9.282828,0.375000
488,491,13.761,-3.1873070,55.9469190,-3.1872350,55.9468020,11.972158,0.250000
489,492,2.918,-3.1872450,55.9452420,-3.1872320,55.9452160,9.649889,0.375000
489,496,2.513,-3.1872450,55.9452420,-3.1872070,55.9452480,13.072784,0.250000
490,499,10.967,-3.1872350,55.9460150,-3.1871650,55.9459250,8.649818,0.500000
491,502,23.354,-3.1872350,55.9468020,-3.1871140,55.9466030,12.523081,0.125000
492,501,7.142,-3.1872320,55.9452160,-3.1871220,55.9452340,8.498691,0.500000
493,511,28.969,-3.1872280,55.9461920,-3.1870510,55.9459510,8.701284,0.625000
493,523,18.703,-3.1872280,55.9461920,-3.1869520,55.9462580,11.575167,0.375000
494,498,3.910,-3.1872250,55.9455190,-3.1871680,55.9455340,11.132904,0.375000
494,509,23.399,-3.1872250,55.9455190,-3.1870770,55.9453260,11.286895,0.250000
495,498,7.837,-3.1872220,55.9455980,-3.1871680,55.9455340,9.564509,0.500000
495,503,7.037,-3.1872220,55.9455980,-3.1871130,55.9456150,9.764123,0.500000
496,500,4.629,-3.1872070,55.9452480,-3.1871350,55.9452600,11.900907,0.250000
497,503,10.326,-3.1871740,55.9457020,-3.1871130,55.9456150,10.950408,0.375000
498,504,3.849,-3.1871680,55.9455340,-3.1871120,55.9455480,10.658986,0.375000
499,508,12.141,-3.1871650,55.9459250,-3.1870920,55.9458240,9.549682,0.375000
499,511,7.656,-3.1871650,55.9459250,-3.1870510,55.9459510,8.122994,0.625000
500,507,5.576,-3.1871350,55.9452600,-3.1870960,55.9453050,10.566215,0.250000
501,520,21.635,-3.1871220,55.9452340,-3.1869790,55.9450570,9.064410,0.500000
501,530,14.989,-3.1871220,55.9452340,-3.1869040,55.9452920,9.689522,0.375000
503,522,9.953,-3.1871130,55.9456150,-3.1869610,55.9456440,8.878832,0.625000
504,514,10.656,-3.1871120,55.9455480,-3.1870410,55.9454610,10.078686,0.250000
505,510,6.569,-3.1871060,55.9476250,-3.1870760,55.9475690,10.584610,0.250000
505,534,15.036,-3.1871060,55.9476250,-3.1868750,55.9476650,9.720260,0.375000
506,512,10.975,-3.1870970,55.9450380,-3.1870470,55.9449430,9.517837,0.500000
506,520,7.670,-3.1870970,55.9450380,-3.1869790,55.9450570,9.619666,0.500000
507,509,2.639,-3.1870960,55.9453050,-3.1870770,55.9453260,13.028282,0.250000
508,515,9.022,-3.1870920,55.9458240,-3.1870370,55.9457490,11.485095,0.250000
511,518,2.848,-3.1870510,55.9459510,-3.1870090,55.9459600,8.763497,0.500000
511,541,33.432,-3.1870510,55.9459510,-3.1868500,55.9456720,8.526757,0.625000
512,513,1.240,-3.1870470,55.9449430,-3.1870420,55.9449320,10.810162,0.375000
512,531,9.334,-3.1870470,55.9449430,-3.1869020,55.9449640,9.883965,0.500000
513,527,26.829,-3.1870420,55.9449320,-3.1869200,55.9447010,12.809985,0.250000
514,516,2.076,-3.1870410,55.9454610,-3.1870270,55.9454440,10.078764,0.375000
515,522,12.598,-3.1870370,55.9457490,-3.1869610,55.9456440,8.776980,0.500000
516,517,2.074,-3.1870270,55.9454440,-3.1870140,55.9454270,9.621819,0.375000
516,539,11.817,-3.1870270,55.9454440,-3.1868540,55.9454870,10.529405,0.500000
517,521,6.920,-3.1870140,55.9454270,-3.1869680,55.9453700,10.667885,0.250000
518,537,9.588,-3.1870090,55.9459600,-3.1868660,55.9459930,12.389946,0.125000
519,524,6.243,-3.1869810,55.9473510,-3.1869520,55.9472970,10.876638,0.250000
520,531,11.388,-3.1869790,55.9450570,-3.1869020,55.9449640,10.192378,0.500000
521,525,4.775,-3.1869680,55.9453700,-3.1869360,55.9453310,10.783852,0.375000
522,528,8.089,-3.1869610,55.9456440,-3.1869150,55.9455760,10.316887,0.500000
522,541,7.622,-3.1869610,55.9456440,-3.1868500,55.9456720,9.383370,0.625000
523,526,1.111,-3.1869520,55.9462580,-3.1869350,55.9462620,11.344187,0.250000
524,557,14.304,-3.1869520,55.9472970,-3.1867330,55.9473350,9.624980,0.375000
525,530,4.785,-3.1869360,55.9453310,-3.1869040,55.9452920,9.543956,0.375000
525,551,11.021,-3.1869360,55.9453310,-3.1867740,55.9453710,10.393544,0.500000
526,535,4.250,-3.1869350,55.9462620,-3.1868740,55.9462790,12.808261,0.250000
527,536,3.356,-3.1869200,55.9447010,-3.1868690,55.9447100,10.494416,0.250000
528,532,6.505,-3.1869150,55.9455760,-3.1868770,55.9455210,11.350857,0.250000
529,548,7.138,-3.1869140,55.9475580,-3.1868040,55.9475760,12.288518,0.125000
531,553,20.492,-3.1869020,55.9449640,-3.1867640,55.9447970,9.135771,0.375000
532,539,4.098,-3.1868770,55.9455210,-3.1868540,55.9454870,11.315648,0.375000
533,552,7.058,-3.1868750,55.9474860,-3.1867660,55.9475040,13.072671,0.125000
534,538,0.755,-3.1868750,55.9476650,-3.1868630,55.9476640,10.533158,0.250000
535,583,23.694,-3.1868740,55.9462790,-3.1865150,55.9463500,12.737626,0.250000
536,547,3.686,-3.1868690,55.9447100,-3.1868120,55.9447190,12.999040,0.250000
538,540,0.720,-3.1868630,55.9476640,-3.1868520,55.9476630,12.210503,0.250000
539,551,13.737,-3.1868540,55.9454870,-3.1867740,55.9453710,9.282802,0.500000
540,543,1.006,-3.1868520,55.9476630,-3.1868370,55.9476590,13.106727,0.250000
541,592,39.060,-3.1868500,55.9456720,-3.1862790,55.9458170,11.476392,0.250000
542,558,7.224,-3.1868400,55.9474140,-3.1867310,55.9474360,13.967032,0.125000
543,544,0.963,-3.1868370,55.9476590,-3.1868260,55.9476530,10.819253,0.250000
544,545,0.710,-3.1868260,55.9476530,-3.1868190,55.9476480,10.915557,0.250000
545,546,0.746,-3.1868190,55.9476480,-3.1868130,55.9476420,11.566358,0.250000
546,549,3.616,-3.1868130,55.9476420,-3.1867960,55.9476110,12.586307,0.250000
547,555,3.884,-3.1868120,55.9447190,-3.1867520,55.9447300,10.800740,0.250000
548,550,1.532,-3.1868040,55.9475760,-3.1867800,55.9475800,8.723982,0.500000
549,550,3.551,-3.1867960,55.9476110,-3.1867800,55.9475800,10.804054,0.500000
550,554,1.730,-3.1867800,55.9475800,-3.1867540,55.9475850,9.582926,0.500000
550,556,8.332,-3.1867800,55.9475800,-3.1867420,55.9475080,7.496431,0.750000
551,576,26.794,-3.1867740,55.9453710,-3.1866200,55.9451460,10.200034,0.375000
552,556,1.598,-3.1867660,55.9475040,-3.1867420,55.9475080,8.793058,0.500000
553,571,6.256,-3.1867640,55.9447970,-3.1866740,55.9448220,12.859327,0.250000
554,572,5.451,-3.1867540,55.9475850,-3.1866700,55.9475990,11.993752,0.250000
555,574,7.887,-3.1867520,55.9447300,-3.1866310,55.9447500,12.127058,0.250000
556,559,1.487,-3.1867420,55.9475080,-3.1867190,55.9475120,9.244765,0.500000
556,561,7.938,-3.1867420,55.9475080,-3.1867050,55.9474400,7.141253,0.750000
557,560,1.060,-3.1867330,55.9473350,-3.1867170,55.9473380,10.955203,0.250000
558,561,1.664,-3.1867310,55.9474360,-3.1867050,55.9474400,9.500051,0.500000
559,589,19.795,-3.1867190,55.9475120,-3.1864140,55.9475630,14.095210,0.125000
560,562,0.990,-3.1867170,55.9473380,-3.1867030,55.9473430,10.477752,0.250000
561,565,1.364,-3.1867050,55.9474400,-3.1866840,55.9474440,9.086839,0.500000
561,567,5.780,-3.1867050,55.9474400,-3.1866790,55.9473900,10.214550,0.500000
562,563,0.853,-3.1867030,55.9473430,-3.1866930,55.9473480,11.884515,0.250000
563,564,0.737,-3.1866930,55.9473480,-3.1866860,55.9473530,11.146539,0.250000
